bn:00000004n	صفر
bn:00064759n	نبی
bn:00064765n	تناسب
bn:00064765n	حصہ
bn:00064766n	تناسب
bn:00064776n	بات
bn:00064776n	تجویز
bn:00064803n	نثر
bn:00064837n	تحفظ
bn:00064837n	حفاظت
bn:00064838n	تحفظ
bn:00064838n	حفاظت
bn:00064839n	تحفظ
bn:00064839n	حفاظت
bn:00064839n	سلامتی
bn:00064862n	احتجاج
bn:00064909n	پیش
bn:00064914n	ریاست
bn:00064914n	ریاستی
bn:00064914n	صوبہ
bn:00064914n	ملک
bn:00064915n	ذمہ
bn:00064921n	شرط
bn:00064921n	فراہمی
bn:00064922n	فراہمی
bn:00065006n	روح
bn:00065026n	نفسیات
bn:00065069n	نظام
bn:00065080n	عوام
bn:00065083n	بہبود
bn:00065099n	مربع
bn:00065106n	اشاعت
bn:00065272n	تنہائی
bn:00065306n	جامنی
bn:00065332n	تلاش
bn:00065342n	دھکا
bn:00065535n	اہلیت
bn:00065535n	قابلیت
bn:00065538n	معیار
bn:00065538n	کیفیت
bn:00065539n	لہجہ
bn:00065539n	معیار
bn:00065539n	کیفیت
bn:00065552n	مقدار
bn:00065576n	حصہ
bn:00065634n	ملکہ
bn:00065635n	ملکہ
bn:00065702n	سکون
bn:00065703n	خاموشی
bn:00065703n	سکون
bn:00065706n	خاموشی
bn:00065707n	سکون
bn:00065749n	کمپن
bn:00065758n	حصہ
bn:00065798n	دوڑ
bn:00065799n	دوڑ
bn:00065800n	نسل
bn:00065801n	نسل
bn:00065826n	نسل
bn:00065995n	غصہ
bn:00066032n	بارش
bn:00066033n	بارش
bn:00066045n	قزح
bn:00066138n	پہنچنا
bn:00066152n	طبقہ
bn:00066152n	عہدہ
bn:00066153n	درجہ
bn:00066153n	عہدہ
bn:00066154n	درجہ
bn:00066192n	رشتہ
bn:00066217n	چوہا
bn:00066236n	شرح
bn:00066236n	کہنا
bn:00066245n	درجہ
bn:00066250n	خوراک
bn:00066262n	عقل
bn:00066344n	جواب
bn:00066344n	رد
bn:00066344n	عمل
bn:00066365n	والا
bn:00066371n	تیاری
bn:00066414n	حقیقت
bn:00066415n	پسند
bn:00066418n	حقیقت
bn:00066418n	دنیا
bn:00066419n	حقیقت
bn:00066433n	جائزہ
bn:00066443n	وجہ
bn:00066451n	دہانی
bn:00066451n	یقین
bn:00066478n	یاد
bn:00066489n	استقبال
bn:00066489n	وصولی
bn:00066490n	رسید
bn:00066506n	استقبال
bn:00066506n	جواب
bn:00066507n	استقبال
bn:00066543n	تجدید
bn:00066562n	تجویز
bn:00066562n	سفارش
bn:00066574n	ریکارڈ
bn:00066575n	ریکارڈ
bn:00066576n	ریکارڈ
bn:00066577n	ریکارڈ
bn:00066578n	ریکارڈ
bn:00066712n	نجات
bn:00066729n	علاج
bn:00066735n	کمی
bn:00066739n	کمی
bn:00066777n	حمایت
bn:00066777n	مدد
bn:00066804n	چینی
bn:00066857n	مہاجر
bn:00066857n	پناہ
bn:00066858n	واپسی
bn:00066861n	انکار
bn:00066862n	انکار
bn:00066863n	بحالی
bn:00066863n	واپسی
bn:00066865n	لحاظ
bn:00066879n	حکومت
bn:00066884n	علاقہ
bn:00066917n	افسوس
bn:00066933n	اصول
bn:00066933n	ضابطہ
bn:00066933n	قاعدہ
bn:00066933n	قواعد
bn:00066933n	قوانین
bn:00066937n	ریگولیٹر
bn:00066977n	انعام
bn:00066986n	نظر
bn:00066994n	تعلق
bn:00066995n	تعلق
bn:00066995n	حوالہ
bn:00066995n	رشتہ
bn:00066996n	دار
bn:00067001n	رشتہ
bn:00067031n	اعتماد
bn:00067031n	انحصار
bn:00067031n	بھروسہ
bn:00067032n	انحصار
bn:00067037n	آرام
bn:00067046n	فرقہ
bn:00067074n	یاد
bn:00067075n	دہانی
bn:00067075n	یاد
bn:00067110n	ملاقات
bn:00067118n	تجدید
bn:00067125n	کرایہ
bn:00067134n	دار
bn:00067147n	مرمت
bn:00067153n	تکرار
bn:00067157n	تکرار
bn:00067167n	تکرار
bn:00067171n	جانشین
bn:00067181n	رپورٹ
bn:00067181n	مطالعہ
bn:00067182n	خبر
bn:00067191n	نمائندگی
bn:00067192n	نمائندگی
bn:00067199n	نمائندہ
bn:00067205n	معافی
bn:00067208n	انتقام
bn:00067253n	ساکھ
bn:00067254n	ساکھ
bn:00067254n	شہرت
bn:00067265n	سزا
bn:00067275n	نظر
bn:00067280n	تحقیق
bn:00067313n	رہائش
bn:00067313n	گاہ
bn:00067327n	مزاحمت
bn:00067338n	حل
bn:00067338n	قرارداد
bn:00067339n	حل
bn:00067339n	قرارداد
bn:00067340n	قرارداد
bn:00067367n	جواب
bn:00067370n	داری
bn:00067388n	چینی
bn:00067389n	بحالی
bn:00067390n	بحالی
bn:00067409n	جائزہ
bn:00067409n	خاکہ
bn:00067417n	خوردہ
bn:00067419n	خوردہ
bn:00067419n	فروش
bn:00067423n	ملازم
bn:00067423n	نوکر
bn:00067427n	انتقام
bn:00067464n	پیچھے
bn:00067464n	ہٹنا
bn:00067519n	محصول
bn:00067543n	رجعت
bn:00067567n	انقلاب
bn:00067568n	انقلاب
bn:00067568n	انقلابات
bn:00067581n	انعام
bn:00067680n	نظم
bn:00067717n	چاول
bn:00067718n	چاول
bn:00067741n	دولت
bn:00067783n	لہر
bn:00067785n	بندوق
bn:00067807n	حق
bn:00067807n	حقوق
bn:00067810n	حق
bn:00067813n	حقوق
bn:00067848n	انصاف
bn:00067862n	کنارہ
bn:00067868n	آواز
bn:00067920n	لہر
bn:00067923n	اضافہ
bn:00067923n	عروج
bn:00067937n	رسم
bn:00067939n	رسم
bn:00067948n	دریا
bn:00067975n	راستہ
bn:00067975n	راہ
bn:00067975n	سڑک
bn:00067976n	راستہ
bn:00068045n	پتھر
bn:00068045n	چٹان
bn:00068046n	پتھر
bn:00068046n	چٹان
bn:00068130n	کردار
bn:00068203n	خود
bn:00068220n	چھت
bn:00068221n	چھت
bn:00068233n	کمرا
bn:00068233n	کمرہ
bn:00068234n	جگہ
bn:00068246n	جڑ
bn:00068247n	جڑ
bn:00068248n	جڑ
bn:00068248n	حل
bn:00068266n	رسی
bn:00068283n	گلاب
bn:00068291n	گلاب
bn:00068323n	گردش
bn:00068424n	صف
bn:00068424n	قطار
bn:00068425n	قطار
bn:00068477n	عنوان
bn:00068519n	میں
bn:00068520n	برباد
bn:00068525n	حکمران
bn:00068528n	حکمران
bn:00068547n	حساب
bn:00068548n	آزمائش
bn:00068607n	لہر
bn:00068624n	روسی
bn:00068696n	ہفتہ
bn:00068782n	غم
bn:00068799n	حفاظت
bn:00068915n	فروخت
bn:00068916n	فروخت
bn:00068943n	نمکین
bn:00068991n	نمک
bn:00069032n	نجات
bn:00069078n	نمونہ
bn:00069079n	نمونہ
bn:00069122n	پابندی
bn:00069126n	ریت
bn:00069220n	حکمت
bn:00069299n	کھڑکی
bn:00069327n	اطمینان
bn:00069467n	پیمانہ
bn:00069468n	پیمانہ
bn:00069469n	پیمانہ
bn:00069550n	منظر
bn:00069551n	منظر
bn:00069552n	منظر
bn:00069553n	منظر
bn:00069554n	منظر
bn:00069560n	نظارہ
bn:00069568n	میں
bn:00069579n	حکمت
bn:00069579n	عملی
bn:00069579n	منصوبہ
bn:00069580n	نظام
bn:00069586n	تفرقہ
bn:00069619n	اسکول
bn:00069620n	اسکول
bn:00069621n	اسکول
bn:00069622n	اسکول
bn:00069623n	اسکول
bn:00069670n	سائنس
bn:00069670n	علم
bn:00069671n	سائنس
bn:00069671n	مہارت
bn:00069671n	ہنر
bn:00069793n	خوف
bn:00069841n	چیخ
bn:00069859n	نمائش
bn:00069907n	پڑتال
bn:00069924n	مجسمہ
bn:00069946n	بحر
bn:00069946n	سمندر
bn:00070012n	مہر
bn:00070036n	تلاش
bn:00070056n	موسم
bn:00070057n	موسم
bn:00070065n	نشست
bn:00070066n	نشست
bn:00070067n	نشست
bn:00070132n	مربع
bn:00070158n	خاموشی
bn:00070159n	راز
bn:00070190n	حصہ
bn:00070190n	دفعہ
bn:00070190n	محکمہ
bn:00070191n	حصہ
bn:00070192n	حصہ
bn:00070193n	ایک
bn:00070193n	حصہ
bn:00070205n	شعبہ
bn:00070206n	شعبہ
bn:00070207n	شعبہ
bn:00070219n	حفاظت
bn:00070219n	سلامتی
bn:00070220n	سلامتی
bn:00070230n	محافظ
bn:00070247n	لالچ
bn:00070253n	بیج
bn:00070254n	بیج
bn:00070270n	پودا
bn:00070300n	جھٹکا
bn:00070311n	انتخاب
bn:00070325n	آپ
bn:00070325n	ذات
bn:00070332n	خودکشی
bn:00070332n	کشی
bn:00070383n	خود
bn:00070461n	سینیٹر
bn:00070494n	احساس
bn:00070497n	احساس
bn:00070498n	احساس
bn:00070498n	مطلب
bn:00070498n	معنی
bn:00070499n	احساس
bn:00070528n	جملہ
bn:00070532n	جذبہ
bn:00070537n	ستمبر
bn:00070542n	علیحدگی
bn:00070574n	سلسلہ
bn:00070609n	سلسلہ
bn:00070651n	خدمت
bn:00070652n	خدمت
bn:00070653n	خدمت
bn:00070654n	خدمت
bn:00070724n	بستی
bn:00070724n	دیہات
bn:00070725n	معاہدہ
bn:00070753n	نکاسی
bn:00070773n	جنس
bn:00070820n	سایہ
bn:00070830n	سایہ
bn:00070832n	نشان
bn:00070860n	میں
bn:00070886n	شرم
bn:00070912n	حصہ
bn:00070912n	میں
bn:00070914n	دار
bn:00070943n	شال
bn:00070952n	کاٹنا
bn:00070967n	بھیڑ
bn:00070981n	چادر
bn:00070999n	الماری
bn:00071019n	پناہ
bn:00071020n	پناہ
bn:00071033n	چرواہا
bn:00071059n	تبدیلی
bn:00071060n	تبدیلی
bn:00071061n	تبدیلی
bn:00071103n	جہاز
bn:00071103n	کشتی
bn:00071142n	قمیض
bn:00071172n	جوتا
bn:00071206n	گولی
bn:00071215n	دکان
bn:00071216n	دکان
bn:00071229n	خریداری
bn:00071235n	ساحل
bn:00071281n	گولی
bn:00071294n	کندھا
bn:00071315n	پیش
bn:00071431n	طرف
bn:00071432n	طرف
bn:00071433n	جانب
bn:00071433n	طرف
bn:00071434n	طرف
bn:00071435n	طرف
bn:00071436n	طرف
bn:00071437n	طرف
bn:00071505n	آہ
bn:00071505n	سانس
bn:00071507n	منظر
bn:00071507n	نظارہ
bn:00071507n	نظر
bn:00071508n	نظارہ
bn:00071508n	نظر
bn:00071509n	آنکھ
bn:00071509n	منظر
bn:00071509n	نظر
bn:00071511n	جائزہ
bn:00071511n	منظر
bn:00071511n	نظارہ
bn:00071511n	نظر
bn:00071524n	نشان
bn:00071525n	اشارہ
bn:00071525n	علامت
bn:00071525n	نشان
bn:00071525n	نشانی
bn:00071526n	نشان
bn:00071527n	نشان
bn:00071528n	نشان
bn:00071547n	دستخط
bn:00071548n	دستخط
bn:00071554n	معنی
bn:00071599n	ریشم
bn:00071600n	ریشم
bn:00071625n	چاندی
bn:00071695n	سادگی
bn:00071707n	گناہ
bn:00071708n	گناہ
bn:00071715n	خلوص
bn:00071716n	خلوص
bn:00071731n	گلوکاروں
bn:00071734n	گانا
bn:00071838n	بہن
bn:00071869n	حال
bn:00071869n	صورتحال
bn:00071887n	سائز
bn:00071888n	سائز
bn:00071923n	خاکہ
bn:00071923n	مطالعہ
bn:00071924n	خاکہ
bn:00071978n	جلد
bn:00072011n	کھوپڑی
bn:00072016n	آسمان
bn:00072078n	ذبح
bn:00072080n	غلام
bn:00072091n	غلامی
bn:00072101n	نیند
bn:00072174n	پٹی
bn:00072319n	دھواں
bn:00072404n	جال
bn:00072455n	برف
bn:00072456n	برف
bn:00072496n	صابن
bn:00072554n	ایک
bn:00072554n	یونٹ
bn:00072566n	معاشرہ
bn:00072643n	نرمی
bn:00072698n	سپاہی
bn:00072698n	فوجی
bn:00072719n	ٹھوس
bn:00072720n	ٹھوس
bn:00072760n	حل
bn:00072761n	حل
bn:00072794n	گانا
bn:00072794n	گیت
bn:00072796n	گانا
bn:00072796n	گیت
bn:00072854n	غم
bn:00072886n	روح
bn:00072892n	آواز
bn:00072893n	آواز
bn:00072894n	آواز
bn:00072919n	حکمت
bn:00072960n	جنوب
bn:00072961n	جنوب
bn:00073038n	جگہ
bn:00073039n	جگہ
bn:00073170n	اسپیکر
bn:00073210n	قسم
bn:00073210n	نوع
bn:00073211n	قسم
bn:00073222n	نمونہ
bn:00073226n	منظر
bn:00073227n	منظر
bn:00073258n	رفتار
bn:00073279n	ہجے
bn:00073308n	گولا
bn:00073308n	گولی
bn:00073338n	مکڑی
bn:00073427n	برج
bn:00073430n	روح
bn:00073431n	روح
bn:00073526n	ترجمان
bn:00073547n	چمچ
bn:00073568n	کھیل
bn:00073571n	کھلاڑی
bn:00073625n	پھیلنا
bn:00073636n	بہار
bn:00073636n	میں
bn:00073637n	بہار
bn:00073638n	چشمہ
bn:00073685n	جاسوسی
bn:00073699n	ٹیم
bn:00073747n	چیخ
bn:00073788n	استحکام
bn:00073801n	عملہ
bn:00073818n	مرحلہ
bn:00073842n	داغ
bn:00073848n	قدم
bn:00073964n	ستارہ
bn:00073989n	آغاز
bn:00073989n	شروع
bn:00073990n	آغاز
bn:00073990n	شروع
bn:00074009n	حالات
bn:00074009n	حالت
bn:00074009n	ریاست
bn:00074010n	ریاست
bn:00074010n	ریاستی
bn:00074023n	جنگ
bn:00074033n	اظہار
bn:00074033n	بیان
bn:00074034n	بیان
bn:00074049n	اسٹیشن
bn:00074064n	مجسمہ
bn:00074066n	قد
bn:00074076n	قیام
bn:00074088n	محبوبہ
bn:00074094n	چور
bn:00074123n	فولاد
bn:00074156n	پہیہ
bn:00074192n	قدم
bn:00074252n	لاٹھی
bn:00074270n	سخت
bn:00074274n	سختی
bn:00074332n	ذخیرہ
bn:00074410n	پتھر
bn:00074458n	طوفان
bn:00074459n	طوفان
bn:00074472n	کہانی
bn:00074519n	دباؤ
bn:00074567n	طبقہ
bn:00074588n	آب
bn:00074588n	جو
bn:00074595n	گلی
bn:00074597n	گلی
bn:00074615n	طاقت
bn:00074633n	کشیدگی
bn:00074634n	کشیدگی
bn:00074668n	میں
bn:00074668n	ہڑتال
bn:00074669n	ہڑتال
bn:00074682n	تار
bn:00074702n	پٹی
bn:00074759n	ساخت
bn:00074759n	ڈھانچہ
bn:00074760n	ساخت
bn:00074760n	ڈھانچہ
bn:00074790n	جائزہ
bn:00074790n	مطالعہ
bn:00074791n	مطالعہ
bn:00074791n	کام
bn:00074792n	مطالعہ
bn:00074793n	مطالعہ
bn:00074798n	سامان
bn:00074823n	حماقت
bn:00074831n	انداز
bn:00074831n	طرز
bn:00074832n	انداز
bn:00074832n	طرز
bn:00074873n	برصغیر
bn:00074900n	موضوع
bn:00074901n	موضوع
bn:00074903n	غلامی
bn:00074985n	مادہ
bn:00075023n	کامیابی
bn:00075024n	کامیابی
bn:00075025n	کامیابی
bn:00075026n	سلسلہ
bn:00075028n	جانشین
bn:00075036n	چوسنا
bn:00075069n	تکلیف
bn:00075094n	تجویز
bn:00075135n	بد
bn:00075141n	رقم
bn:00075142n	خلاصہ
bn:00075151n	موسم
bn:00075151n	گرمی
bn:00075170n	آفتاب
bn:00075170n	سورج
bn:00075171n	دھوپ
bn:00075171n	سورج
bn:00075172n	سورج
bn:00075224n	نگلنا
bn:00075255n	طرح
bn:00075315n	کھانا
bn:00075321n	ضمیمہ
bn:00075322n	فراہمی
bn:00075323n	فراہمی
bn:00075330n	امداد
bn:00075330n	حمایت
bn:00075331n	حمایت
bn:00075332n	حمایت
bn:00075333n	حمایت
bn:00075334n	حمایت
bn:00075373n	سطح
bn:00075374n	سطح
bn:00075375n	سطح
bn:00075392n	لہر
bn:00075412n	تعجب
bn:00075412n	حیرت
bn:00075413n	تعجب
bn:00075413n	حیرت
bn:00075427n	نگرانی
bn:00075453n	معطلی
bn:00075468n	میں
bn:00075570n	محبوبہ
bn:00075579n	تیراکی
bn:00075652n	علامت
bn:00075653n	علامت
bn:00075669n	ہمدردی
bn:00075670n	ہمدردی
bn:00075683n	علامات
bn:00075684n	علامات
bn:00075759n	قانون
bn:00075759n	نظام
bn:00075760n	نظام
bn:00075761n	نظام
bn:00075762n	نظام
bn:00075763n	نظام
bn:00075764n	نظام
bn:00075812n	جدول
bn:00075812n	میز
bn:00075813n	میز
bn:00075814n	میز
bn:00075904n	دم
bn:00075959n	صلاحیت
bn:00075965n	بات
bn:00075965n	چیت
bn:00075966n	بات
bn:00075967n	تقریر
bn:00076148n	ہدف
bn:00076190n	ذائقہ
bn:00076212n	کشیدگی
bn:00076252n	دہندہ
bn:00076264n	چائے
bn:00076282n	چائے
bn:00076289n	استاد
bn:00076301n	چائے
bn:00076303n	ٹیم
bn:00076312n	آنسو
bn:00076338n	تکنیکی
bn:00076373n	ویژن
bn:00076400n	فون
bn:00076421n	ویژن
bn:00076457n	حرارت
bn:00076457n	درجہ
bn:00076457n	میں
bn:00076457n	والا
bn:00076458n	حرارت
bn:00076465n	عبادت
bn:00076465n	مندر
bn:00076467n	مندر
bn:00076496n	رجحان
bn:00076552n	کشیدگی
bn:00076553n	کشیدگی
bn:00076587n	اصطلاح
bn:00076587n	الفاظ
bn:00076587n	لفظ
bn:00076588n	مدت
bn:00076588n	مدتی
bn:00076589n	اصطلاح
bn:00076627n	علاقہ
bn:00076630n	دہشت
bn:00076647n	آزمائش
bn:00076647n	امتحان
bn:00076647n	مقدمہ
bn:00076648n	امتحان
bn:00076665n	وصیت
bn:00076666n	مرضی
bn:00076666n	وصیت
bn:00076674n	ثبوت
bn:00076674n	گواہی
bn:00076677n	گواہی
bn:00076678n	گواہی
bn:00076732n	متن
bn:00076744n	جمعرات
bn:00076767n	شکریہ
bn:00076768n	شکریہ
bn:00076789n	سچ
bn:00076834n	نظریہ
bn:00076835n	نظریہ
bn:00076890n	مقالہ
bn:00076911n	ران
bn:00076918n	بات
bn:00076918n	چیز
bn:00076919n	بات
bn:00076919n	چیز
bn:00076920n	بات
bn:00076920n	چیز
bn:00076921n	چیز
bn:00076922n	بات
bn:00076922n	چیز
bn:00076923n	بات
bn:00076923n	چیز
bn:00076924n	چیز
bn:00076925n	بات
bn:00076925n	چیز
bn:00076926n	بات
bn:00076926n	چیز
bn:00076945n	ایک
bn:00077016n	سوچ
bn:00077028n	دھاگا
bn:00077032n	دھمکی
bn:00077033n	دھمکی
bn:00077066n	گلا
bn:00077067n	گلا
bn:00077090n	پھینکنا
bn:00077172n	گھڑی
bn:00077208n	تعلق
bn:00077225n	شیر
bn:00077259n	لکڑی
bn:00077267n	بار
bn:00077267n	عرصہ
bn:00077267n	وقت
bn:00077268n	اوقات
bn:00077268n	عرصہ
bn:00077268n	وقت
bn:00077269n	بار
bn:00077269n	وقت
bn:00077270n	وقت
bn:00077271n	بار
bn:00077271n	وقت
bn:00077311n	اوقات
bn:00077311n	زمانہ
bn:00077365n	سر
bn:00077365n	نوک
bn:00077409n	عنوان
bn:00077409n	نام
bn:00077410n	عنوان
bn:00077462n	آج
bn:00077463n	آج
bn:00077515n	برداشت
bn:00077537n	ٹماٹر
bn:00077553n	لہجہ
bn:00077554n	سر
bn:00077554n	لہجہ
bn:00077575n	آج
bn:00077585n	اوزار
bn:00077593n	دانت
bn:00077594n	دانت
bn:00077596n	دانت
bn:00077608n	چوٹی
bn:00077666n	عذاب
bn:00077726n	چھونا
bn:00077761n	تولیہ
bn:00077773n	شہر
bn:00077774n	شہر
bn:00077775n	شہر
bn:00077813n	نشان
bn:00077834n	سراغ
bn:00077860n	تجارت
bn:00077860n	کاروبار
bn:00077883n	روایت
bn:00077899n	سانحہ
bn:00077904n	پیچھے
bn:00077931n	غداروں
bn:00077972n	منتقلی
bn:00077973n	منتقلی
bn:00077992n	ترجمہ
bn:00078004n	حمل
bn:00078014n	ترجمہ
bn:00078024n	منتقلی
bn:00078025n	منتقلی
bn:00078046n	حمل
bn:00078068n	جال
bn:00078069n	جال
bn:00078085n	سفر
bn:00078093n	مسافر
bn:00078112n	خزانہ
bn:00078127n	سلوک
bn:00078127n	علاج
bn:00078131n	درخت
bn:00078198n	مقدمہ
bn:00078208n	مثلث
bn:00078256n	چال
bn:00078302n	سجاوٹ
bn:00078318n	سفر
bn:00078365n	جیت
bn:00078365n	فتح
bn:00078366n	فتح
bn:00078424n	مصیبت
bn:00078424n	پریشانی
bn:00078425n	درد
bn:00078425n	فکر
bn:00078425n	میں
bn:00078425n	پریشانی
bn:00078460n	سچ
bn:00078488n	اعتماد
bn:00078498n	حقیقت
bn:00078498n	سچ
bn:00078498n	سچائی
bn:00078546n	منگل
bn:00078624n	ہلچل
bn:00078656n	باری
bn:00078659n	باری
bn:00078738n	برس
bn:00078738n	سال
bn:00078753n	جڑواں
bn:00078798n	اقسام
bn:00078798n	طرح
bn:00078798n	طرز
bn:00078798n	قسم
bn:00078798n	نوعیت
bn:00078920n	چھتری
bn:00078951n	چچا
bn:00078952n	چچا
bn:00079036n	لہر
bn:00079036n	موج
bn:00079045n	روزگاری
bn:00079079n	وردی
bn:00079106n	یونٹ
bn:00079107n	ایک
bn:00079107n	یونٹ
bn:00079108n	یونٹ
bn:00079370n	استعمال
bn:00079370n	فائدہ
bn:00079370n	میں
bn:00079372n	فائدہ
bn:00079373n	صارف
bn:00079373n	صارفین
bn:00079388n	برتن
bn:00079392n	رحم
bn:00079435n	صدر
bn:00079439n	جگہ
bn:00079449n	خلا
bn:00079476n	وادی
bn:00079508n	قدر
bn:00079508n	قیمت
bn:00079509n	اہمیت
bn:00079509n	قدر
bn:00079509n	قیمت
bn:00079565n	نقطہ
bn:00079580n	متغیر
bn:00079618n	برتن
bn:00079618n	جہاز
bn:00079663n	سبزی
bn:00079675n	گاڑی
bn:00079681n	رگ
bn:00079682n	رگ
bn:00079748n	فشاں
bn:00079764n	میں
bn:00079776n	صداقت
bn:00079778n	فعل
bn:00079779n	فعل
bn:00079822n	آیت
bn:00079833n	سرا
bn:00079833n	چوٹی
bn:00079847n	جان
bn:00079847n	جوش
bn:00079862n	برتن
bn:00079862n	جہاز
bn:00079865n	جیب
bn:00079940n	شکار
bn:00079940n	متاثرین
bn:00079984n	نظر
bn:00079990n	نگرانی
bn:00080004n	دیہاتی
bn:00080018n	انگور
bn:00080022n	شراب
bn:00080023n	انگور
bn:00080036n	تشدد
bn:00080052n	میں
bn:00080052n	کنواری
bn:00080066n	پن
bn:00080106n	خواب
bn:00080106n	نظر
bn:00080107n	نظر
bn:00080111n	دورہ
bn:00080111n	لئے
bn:00080112n	دورہ
bn:00080113n	دورہ
bn:00080171n	الفاظ
bn:00080171n	ذخیرہ
bn:00080171n	لغت
bn:00080172n	لغت
bn:00080185n	آواز
bn:00080187n	آواز
bn:00080189n	آواز
bn:00080190n	آواز
bn:00080216n	مرضی
bn:00080229n	حجم
bn:00080231n	حجم
bn:00080272n	سفر
bn:00080273n	مسافر
bn:00080314n	لہر
bn:00080322n	کا
bn:00080322n	گاڑی
bn:00080339n	کمر
bn:00080340n	انتظار
bn:00080343n	انتظار
bn:00080383n	ہڑتال
bn:00080386n	دیوار
bn:00080387n	دیوار
bn:00080435n	خواہش
bn:00080435n	ضرورت
bn:00080439n	جنگ
bn:00080440n	جنگ
bn:00080449n	جنگی
bn:00080479n	الماری
bn:00080485n	گھوڑا
bn:00080493n	گرمی
bn:00080495n	انتباہ
bn:00080504n	حکم
bn:00080510n	جنگجو
bn:00080543n	میں
bn:00080551n	گھڑی
bn:00080561n	پانی
bn:00080562n	پانی
bn:00080655n	ساحل
bn:00080687n	لہر
bn:00080688n	لہر
bn:00080689n	لہر
bn:00080707n	موم
bn:00080720n	انداز
bn:00080720n	طرح
bn:00080720n	طریقہ
bn:00080720n	طور
bn:00080721n	راستہ
bn:00080721n	طریقہ
bn:00080722n	راستہ
bn:00080722n	طرف
bn:00080723n	راستہ
bn:00080742n	کمزوری
bn:00080746n	دولت
bn:00080747n	دولت
bn:00080748n	دولت
bn:00080771n	جال
bn:00080813n	ہفتہ
bn:00080816n	ہفتہ
bn:00080821n	ہفتہ
bn:00080831n	وزن
bn:00080832n	وزن
bn:00080833n	وزن
bn:00080893n	مغرب
bn:00080959n	گندم
bn:00080972n	پہیہ
bn:00080991n	پتہ
bn:00081167n	بیوہ
bn:00081224n	خواہش
bn:00081224n	مرضی
bn:00081285n	کھڑکی
bn:00081286n	کھڑکی
bn:00081287n	کھڑکی
bn:00081290n	شیشہ
bn:00081331n	شراب
bn:00081337n	پنکھ
bn:00081364n	جیت
bn:00081370n	سردی
bn:00081370n	سرما
bn:00081386n	تار
bn:00081406n	حکمت
bn:00081407n	حکمت
bn:00081433n	واپسی
bn:00081434n	واپسی
bn:00081453n	گواہی
bn:00081479n	عورت
bn:00081492n	لکڑی
bn:00081531n	اون
bn:00081546n	الفاظ
bn:00081546n	لفظ
bn:00081547n	الفاظ
bn:00081547n	بات
bn:00081547n	خبر
bn:00081547n	لفظ
bn:00081548n	لفظ
bn:00081564n	الفاظ
bn:00081565n	الفاظ
bn:00081568n	کام
bn:00081569n	کام
bn:00081570n	کام
bn:00081593n	مزدور
bn:00081593n	ملازم
bn:00081593n	کارکن
bn:00081594n	مزدور
bn:00081594n	کارکن
bn:00081622n	دنیا
bn:00081630n	جنگ
bn:00081651n	عبادت
bn:00081653n	بد
bn:00081660n	قیمت
bn:00081661n	قدر
bn:00081680n	غضب
bn:00081711n	مصنف
bn:00081713n	تحریر
bn:00081726n	غلطی
bn:00081841n	معیار
bn:00081856n	سال
bn:00081857n	برس
bn:00081857n	سال
bn:00081866n	پیلا
bn:00081909n	کل
bn:00081957n	جوانی
bn:00081958n	جوانی
bn:00082075n	علاقہ
bn:00082118v	چھوڑنا
bn:00082119v	چھوڑنا
bn:00082120v	چھوڑنا
bn:00082121v	چھوڑنا
bn:00082122v	ترک
bn:00082122v	چھوڑنا
bn:00082137v	رہنا
bn:00082137v	ٹھہرنا
bn:00082139v	رہنا
bn:00082139v	پیروی
bn:00082169v	جذب
bn:00082170v	جذب
bn:00082175v	جذب
bn:00082190v	جھکنا
bn:00082193v	تیز
bn:00082195v	زور
bn:00082196v	زور
bn:00082198v	پکڑنا
bn:00082199v	قبول
bn:00082200v	قبول
bn:00082201v	قبول
bn:00082202v	قبول
bn:00082225v	اترنا
bn:00082225v	انجام
bn:00082226v	حاصل
bn:00082226v	پہنچنا
bn:00082233v	بیان
bn:00082233v	وضاحت
bn:00082246v	وصول
bn:00082249v	الزام
bn:00082276v	بننا
bn:00082276v	حاصل
bn:00082276v	ملنا
bn:00082276v	پانا
bn:00082277v	فرض
bn:00082278v	بڑھنا
bn:00082280v	آنا
bn:00082280v	جیت
bn:00082280v	جیتنا
bn:00082280v	حاصل
bn:00082281v	جاننا
bn:00082281v	سیکھنا
bn:00082285v	چلنا
bn:00082287v	کھیل
bn:00082287v	کھیلنا
bn:00082289v	کھیلنا
bn:00082297v	عمل
bn:00082297v	پڑنا
bn:00082304v	متاثر
bn:00082319v	لانا
bn:00082333v	بولنا
bn:00082333v	کہنا
bn:00082342v	رہنا
bn:00082342v	لگنا
bn:00082344v	رہنا
bn:00082348v	ملنا
bn:00082348v	چھونا
bn:00082354v	فیصلہ
bn:00082362v	انتظام
bn:00082367v	تعریف
bn:00082370v	شامل
bn:00082375v	خبردار
bn:00082379v	اپنانا
bn:00082379v	رہنا
bn:00082380v	اپنانا
bn:00082381v	قبضہ
bn:00082382v	اپنانا
bn:00082388v	پہننا
bn:00082394v	بڑھنا
bn:00082396v	بڑھنا
bn:00082397v	بڑھنا
bn:00082397v	رکھنا
bn:00082397v	پیش
bn:00082398v	بڑھنا
bn:00082399v	بڑھنا
bn:00082400v	بڑھنا
bn:00082400v	رفت
bn:00082405v	جیت
bn:00082412v	ذکر
bn:00082414v	دھکا
bn:00082415v	مشورہ
bn:00082416v	مشورہ
